Code,Name,Email
28062001,"EIPR ""diventium""",Mixta Diferenciada
28069388,"EIPR ""educavida es-cool""",m.adelfas@es-cool.esescooleducavida@hotmail.com
28067458,"EIPR ""el bosque encantado""",educa-bosquencantado@hotmail.comdireccion@escuelabosqueencantado.com
28059668,"EIPR ""el camino""",Mixta Diferenciada
28070780,"EIPR ""el girasol""",info@el-girasol.net
28065267,"EIPR ""el igloo""",Mixta Diferenciada
28064241,"EIPR ""el mundo de mozart i""",cc.elmundodemozart.madrid@educa.madrid.orgdirectora@elmundodemozart.com
28069467,"EIPR ""el mundo de mozart ii""",directora@elmundodemozart.cominfo@elmundodemozart.com
28067941,"EIPR ""el viaje de neu""",aviacion@escuelachiquitin.comsusana@elviajedeneu.es
28067641,"EIPR ""fantasia ii""",samadasl@gmail.com
28059346,"EIPR ""grazalema""",41635776@planalfa.es
28063465,"EIPR ""juguetones""",vsaiz.juguetones@hotmail.com
28066600,"EIPR ""kids retiro""",condecasal@escuelachiquitin.comescuela@kidsretiro.com
28062710,"EIPR ""kind for kids""",torrelaguna@escuelachiquitin.comtorrelaguna@kindforkids.es
28023091,"EIPR ""la inmaculada""",direccion@escuelainfantillainmaculada.es
28034696,"EIPR ""la locomotora""",selemaji@yahoo.es
28064822,"EIPR ""lapizitos""",Mixta Diferenciada
28059474,"EIPR ""los angeles""",escuelalosangele@ceilosangeles.e.telefonica.netlacdireccion@hotmail.com
28056692,"EIPR ""mama queca i""",mama.queca@telefonica.neteimamaqueca@gmail.com
28065127,"EIPR ""mama queca ii""",mama.queca@telefonica.neteimamaqueca@gmail.com
28021641,"EIPR ""monseñor alves bras""",Mixta Diferenciada
28066880,"EIPR ""nayer kids""",Mixta Diferenciada
28057775,"EIPR ""ntra. sra. de fatima""",Mixta Diferenciada
28057763,"EIPR ""ntra. sra. de la encarnacion""",cc.ntrasradelaencarnacion.madrid@educa.madrid.orgcei.nsencarnacion@misionerasjmj.com
28057155,"EIPR ""ntra. sra. de las victorias""",Mixta Diferenciada
28008259,"EIPR ""ntra. sra. de los dolores""",eidolores@yahoo.eseidolores@eidolores.com
28058081,"EIPR ""ntra. sra. del camino""",caminoInfantil@planalfa.eslolamunilla@gmail.com
28050252,"EIPR ""ntra. sra. del rosario""",Mixta Diferenciada
28065905,"EIPR ""nubbe""",info@nubbe.orgalmudena@nubbe.org
28066909,"EIPR ""nubes ii""",arol100@hotmail.comnubesypunto@yahoo.es
28065607,"EIPR ""pequemun""",info@pequemun.com
28031567,"EIPR ""pequeñines""",velascorosamaria@telefonica.net
28065437,"EIPR ""pequeños amigos""",Mixta Diferenciada
28065851,"EIPR ""rosalia rendu""",Mixta Diferenciada
28059051,"EIPR ""san gabriel arcangel""",sgabrielei@gmail.comeisgabrielarcangel@gmail.com
28000625,"EIPR ""san pedro apostol""",cc.sanpedroapostol.alcobendas@educa.madrid.orgescuelainfantilsanpedro@gmail.com
28009434,"EIPR ""san roque""",GUARDERIA.S.ROQUE@telefonica.netdireccion@escuelasanroque.es
28058391,"EIPR ""san simon y san judas""",Mixta Diferenciada
28037430,"EIPR ""san vicente de paul""",eisvp@planalfa.es
28056862,"EIPR ""san victor""",ceisanvictor@gmail.com
28045542,"EIPR ""santa rosalia""",dir.starosalia@planalfa.es
28066651,"EIPR ""smiles bilingual nursey school""",informacion@escuelacreativa.cominfo@escuelainfantilsmiles.es
28064809,"EIPR ""tobogan ii""",cc.tobogan.madrid@educa.madrid.orgtobogan48@hotmail.com
28067070,"EIPR ""trapitos""",eitrapitos@telefonica.net
28000649,"CPR PRI ""san antonio""",cc.sanantonio.alcobendas@educa.madrid.org
28011349,"CPR INF-PRI ""arcangel""",cc.arcangel.madrid@educa.madrid.orgarcangelsecretaria@gmail.com
28032195,"CPR INF-PRI ""cenit""",cc.cenit.madrid@educa.madrid.orgadministracion@colegiocenit.es
28011520,"CPR INF-PRI ""central""",cc.central.madrid@educa.madrid.orgcolegiocentralmadrid@gmail.com
28019981,"CPR INF-PRI ""centro de estudios castilla""",cc.cecastilla.madrid@educa.madrid.orgdirecciontitular@centroestudioscastilla.es
28022529,"CPR INF-PRI ""cervantes""",cc.cervantes.madrid@educa.madrid.orgcolegio.cervantes.carabanchel@gmail.com
28043223,"CPR INF-PRI ""colegio diocesano cristo de la guia""",cc.cristodelaguia.madrid@educa.madrid.orgcolegio@colegiocristodelaguia.es
28015537,"CPR INF-PRI ""cumbre-oxford""",cc.cumbreoxford.madrid@educa.madrid.orgcumbre-oxford@hotmail.com
28026110,"CPR INF-PRI ""dosparques""",cc.dosparques.madrid@educa.madrid.orgdosparques@telefonica.net
28032225,"CPR INF-PRI ""jesus maria-ntra. sra. caridad del cobre""",cc.jmnscaridaddelcobre.madrid@educa.madrid.orgd.general.cobre@jesus-maria.net
28008016,"CPR INF-PRI ""la merced""",cc.lamerced.madrid@educa.madrid.orgcolegiolamerced@planalfa.es
28012810,"CPR INF-PRI ""la milagrosa""",Mixta Diferenciada
28020041,"CPR INF-PRI ""la salle-la paloma-fundacion lara""",cc.nspaloma.madrid@educa.madrid.orglapaloma@lasalle.es
28003021,"CPR INF-PRI ""liceo juan de la cierva i""",cc.liceojuancierva.getafe@educa.madrid.orgliceojuanciervagetafe@hotmail.com
28008600,"CPR INF-PRI ""liceo oroquieta""",cc.liceooroquieta.madrid@educa.madrid.orgliceooroquieta@yahoo.es
28044872,"CPR INF-PRI ""liceo rosales""",cc.liceorosales.madrid@educa.madrid.orgcc.liceorosales@hotmail.com
28029159,"CPR INF-PRI ""luis feito""",cc.luisfeito.madrid@educa.madrid.orgluisfeito@telefonica.net
28012676,"CPR INF-PRI ""maria cristina""",cc.mariacristina.madrid@educa.madrid.orgcolegiomariacristina@gmail.com
28003055,"CPR INF-PRI ""mengual""",cc.mengual.getafe@educa.madrid.org
28021975,"CPR INF-PRI ""mirasol""",cc.mirasol.madrid@educa.madrid.orgdireccion@colegiomirasol.com;manuelovidio@yahoo.es
28017339,"CPR INF-PRI ""nebrija-rosales""",cc.nebrijarosales.madrid@educa.madrid.org
28008296,"CPR INF-PRI ""ntra. sra. de fatima""",cc.nsfatima.madrid@educa.madrid.orgcorreo@colegiodefatima.es
28013279,"CPR INF-PRI ""ntra. sra. de la merced""",cc.nsdelamerced-carabanchel.madrid@educa.madrid.orglamercedsandra@hotmail.com
28008430,"CPR INF-PRI ""ntra. sra. de la paz""",cc.nsdelapaz.madrid@educa.madrid.orgnspazm@planalfa.es
28002142,"CPR INF-PRI ""regina assumpta""",cc.reginaassumpta.cercedilla@educa.madrid.orgrassumpta@planalfa.es
28013826,"CPR INF-PRI ""sagrados corazones""",cc.sgdoscorazones.madrid@educa.madrid.orgscorazonesmad@planalfa.es
28008995,"CPR INF-PRI ""san antonio""",Mixta Diferenciada
28000224,"CPR INF-PRI ""san felipe neri""",cc.sanfelipeneri.alcala@educa.madrid.orgsfelipealcala@yahoo.es
28013966,"CPR INF-PRI ""san fermin""",cc.sanfermin.madrid@educa.madrid.org
28007371,"CPR INF-PRI ""san luis-felca""",cc.sanluisfelca.madrid@educa.madrid.orga.gomez@sanluisfelca.com
28022918,"CPR INF-PRI ""san pablo""",cc.sanpablo.miraflores@educa.madrid.orgsanpabloms@planalfa.es
28001538,"CPR INF-PRI ""san pascual""",Mixta Diferenciada
28009422,"CPR INF-PRI ""san rafael arcangel-santa luisa""",cc.sanrafael.madrid@educa.madrid.orgsrarcangel.sluisa@gmail.com
28003171,"CPR INF-PRI ""san sebastian""",cc.sansebastian.getafe@educa.madrid.orgc.c.sansebastian.colegio@gmail.com
28017777,"CPR INF-PRI ""santa cruz""",cc.santacruz.madrid@educa.madrid.orginfo@colegiosantacruz.es
28009495,"CPR INF-PRI ""santa elizabeth""",cc.santaelizabeth.madrid@educa.madrid.orgcc.santaelizabeth.madrid@educa.madrid.org
28011805,"CPR INF-PRI ""trilema avenida america""",Mixta Diferenciada
28013701,"CPR INF-PRI ""trilema safa""",cc.sagradafamilia-salamanca.madrid@educa.madrid.orgsfamiliamadrid@fundaciontrilema.org
28010060,"CPR INF-PRI ""virgen del pilar""",cc.virgendelpilar.madrid@educa.madrid.orgvpilar@planalfa.es
28032183,"CPR INF-PRI ""virgen milagrosa""",cc.virgenmilagrosa.madrid@educa.madrid.orgadministracion@colegiovirgenmilagrosa.com
28049602,"CPR EE ""ademo""",Mixta Diferenciada
28070688,"CPR EE ""aenilce""",E.Básica Obligatoria(Mixta Diferenciada)
28012299,"CPR EE ""alenta""",cc.ipdoctorquinterolumbreras.madrid@educa.madrid.orgcolegio@alenta.org
28071681,"CPR EE ""aleph""",cc.aleph.madrid@educa.madrid.orgvisa.alonso@aleph-tea.org
28069236,"CPR EE ""a.p.s.a.""",Mixta Diferenciada
28048269,"CPR EE ""araya""",cc.araya.madrid@educa.madrid.orgdireccion@colegioaraya.org
28060464,"CPR EE ""atenpace""",Mixta Diferenciada
28064226,"CPR EE ""aucavi""",cc.aucavi.madrid@educa.madrid.orgadministracion@fundacionaucavi.org
28076681,"CPR EE ""aucavi sur""",cc.aucavisur.getafe@educa.madrid.orgadministracion@fundacionaucavi.org
28022426,"CPR EE ""buenafuente""",Mixta Diferenciada
28045736,"CPR EE ""cambrils""",cc.cambrils.madrid@educa.madrid.orginfo@colegiocambrils.es
28074141,"CPR EE ""carmen fernandez-miranda - fsdm""",cc.carmenfernandezmiranda.madrid@educa.madrid.orgfsdm.escolar@downmadrid.org
28060440,"CPR EE ""centro bobath españa""",Mixta Diferenciada
28032134,"CPR EE ""centro educativo ponce de leon""",cc.poncedeleon.madrid@educa.madrid.orgcentro@ponceleon.org
28021732,"CPR EE ""centro nuevo de pedagogia""",Mixta Diferenciada
28059504,"CPR EE ""cepri""",cc.cepri.majadahonda@educa.madrid.orgcolegiocepridirecion@gmail.com
28069558,"CPR EE ""cisen""",cc.cisen.madrid@educa.madrid.orgsecretaria@fundacioncisen.com
28010291,"CPR EE ""colegio a la par""","E.Básica Obligatoria(Mixta Diferenciada), Pr. Trans. Vida Ad.(Mixta Diferenciada), Programas Prof:Espec(Mixta Diferenciada)"
28069534,"CPR EE ""colegio gaudem""",Mixta Diferenciada
28021070,"CPR EE ""c.r.e. antonio vicente mosquete""",cc.vicentemosquete.madrid@educa.madrid.org
28046856,"CPR EE ""el despertar""",cc.eldespertar.madrid@educa.madrid.orgcolegio@eldespertar.es
28077956,"CPR EE ""escuelas pias profesionales-alcala de henares""",cc.escuelaspiasprofesionales.alcala@educa.madrid.org
28021823,"CPR EE ""estudio 3""",cc.estudio3.madrid@educa.madrid.orgcolegioestudio3@afanias.org
28034982,"CPR EE ""fundacion götze""",Mixta Diferenciada
28023893,"CPR EE ""gil gayarre""",Mixta Diferenciada
28057349,"CPR EE ""hospital infantil san rafael""",Mixta Diferenciada
28009276,"CPR EE ""instituto san jose""",Mixta Diferenciada
28030711,"CPR EE ""la purisima""","E.Básica Obligatoria(Mixta Diferenciada), Pr. Trans. Vida Ad.(Mixta Diferenciada)"
28029718,"CPR EE ""leo kanner""",Mixta Diferenciada
28016839,"CPR EE ""los alamos""","E.Básica Obligatoria(Mixta Diferenciada), Pr. Trans. Vida Ad.(Mixta Diferenciada), Programas Prof:Espec(Mixta Diferenciada)"
28012664,"CPR EE ""maria corredentora""",cc.mariacorredentora.madrid@educa.madrid.orgsecretaria@mariacorredentora.org
28071991,"CPR EE ""maria isabel zulueta""",Mixta Diferenciada
28028593,"CPR EE ""ntra. sra. de la esperanza""",cc.nsdelaesperanza.getafe@educa.madrid.orgcolegio@apanid.es
28013449,"CPR EE ""ntra. sra. de las victorias""",Mixta Diferenciada
28068906,"CPR EE ""numen""",cc.numen.madrid@educa.madrid.orgnumen@fundacionnumen.org
28057945,"CPR EE ""pauta""",cc.pauta.madrid@educa.madrid.orgpauta@asociacionpauta.org
28056485,"CPR EE ""peripatos""",Mixta Diferenciada
28033710,"CPR EE ""san francisco de asis""",cc.sanfranciscodeasis.buitrago@educa.madrid.orgcolegiosanfranciscodeasis49@gmail.com
28033291,"CPR EE ""tao (centro de pedagogia terapeutica)""",Mixta Diferenciada
28035020,"CPR EE ""virgen de loreto astor""",cc.virgendeloreto.torrejondeardoz@educa.madrid.orgastor@astor-inlade.org
28022803,"CPR EE ""virgen de lourdes""","E.Básica Obligatoria(Mixta Diferenciada), Pr. Trans. Vida Ad.(Mixta Diferenciada), Programas Prof:Espec(Mixta Diferenciada)"
28066089,"CPR EE ""virgen de nuria""",Mixta Diferenciada
28074517,"AA.HOSP. ""aula hospitalaria monteprincipe""",cc.ahmonteprincipe.boadilla@educa.madrid.org
28066417,"CPR ES ""colegio san francisco""",cc.sanfrancisco.madrid@educa.madrid.orgcolsanfran@planalfa.es
28008703,"CPR ES ""el porvenir""",cc.elporvenir.madrid@educa.madrid.orgprimaria.elporvenir@fliedner.org
28077427,"CPR ES ""iñigo de arteaga y martin""",
28007619,"CPR ES ""jesus maria""",cc.jesusmaria-clineal.madrid@educa.madrid.orgjesusmariam@planalfa.es
28027941,"CPR ES ""maria inmaculada""",cc.minmaculada.madrid@educa.madrid.orgmirmad@planalfa.es
28019300,"CPR ES ""maria inmaculada""",cc.minmaculada-riosrosas.madrid@educa.madrid.orgminmaculadama@planalfa.es
28076344,"CPR ES ""norte joven fuencarral""",cc.nortejovenfuencarral.madrid@educa.madrid.orgfpbasica@nortejoven.org
28013140,"CPR ES ""ntra. sra. de gracia""",cc.nsgracia.madrid@educa.madrid.orgdireccion_nsgracia@telefonica.net
28006019,"CPR ES ""padre piquer""",cc.padrepiquer.madrid@educa.madrid.orgsecretaria@padrepiquer.net
28022505,"CPR ES ""primero de mayo""",cc.primerodemayo.madrid@educa.madrid.orgsecretaria@fundacionjosemariadellanos.es
28020028,"CPR ES ""santa barbara""",cc.santabarbara.madrid@educa.madrid.org913652172@telefonica.net
28039657,"CPR ES ""santa rosa de lima""",cc.santarosadelima.madrid@educa.madrid.org
28033382,"CPR ES ""valdecás""",cc.valdecas.madrid@educa.madrid.orgsecretaria@valdecas.net
28018514,"CPR FPE ""afuera ii""",cc.afuera2.madrid@educa.madrid.orgcafuera@hotmail.com
28025324,"CPR FPE ""arzobispo morcillo""","Fp  Básica(Mixta Diferenciada), Fp Grado Medio(Mixta Diferenciada), Fp Grado Superior(Mixta Diferenciada)"
28065590,"CPR FPE ""centro bobath de formacion profesional""",Mixta Diferenciada
28033473,"CPR FPE ""centro de estudios profesionales (c.e.p.)""",cc.cep.alcala@educa.madrid.orgcep@centrocep.es
28060506,"CPR FPE ""centro de humanizacion de la salud""",cc.centrohumanizacionsalud.trescantos@educa.madrid.orgfprofesional@humanizar.es
28074220,"CPR FPE ""c.e.s. fuencarral""",cc.cesfuencarral.madrid@educa.madrid.orginfo@cesfuencarral.com
28049031,"CPR FPE ""efa valdemilanos""",cc.efavaldemilanos.colmenarviejo@educa.madrid.orgefa-valdemilanos@efa-centro.org
28060786,"CPR FPE ""escuela europea ayudantes de direccion""",admin@stcc.escc.eeayudantesdireccion.madrid@educa.madrid.org
28032018,"CPR FPE ""escuela politecnica giner""",cc.epginer.madrid@educa.madrid.orgdirector@escuelaginer.com
28020399,"CPR FPE ""escuela profesional javeriana""",cc.epjaveriana.madrid@educa.madrid.orgepjaverianam@planalfa.es
28075054,"CPR FPE ""formacion hm. centro de profesiones biosanitarias hm hospitales""",cc.hmbiosanitarias.mostoles@educa.madrid.orgformacionhm@hmhospitales.com
28075042,"CPR FPE ""formacion hm. centro de profesiones biosanitarias hm hospitales""",cc.hmbiosanitarias-monteprincipe.boadilla@educa.madrid.orgdocencia.monteprincipe@hmhospitales.com
28049614,"CPR FPE ""fundacion tomillo""","Fp  Básica(Mixta Diferenciada), Fp Grado Medio(Mixta Diferenciada)"
28018563,"CPR FPE ""gonzalez cañadas""",cc.gonzalezcanadas.madrid@educa.madrid.orginfo@gonzalezcanadas.com
28032110,"CPR FPE ""hease""",cc.hease.madrid@educa.madrid.orgcenhease@centrohease.com
28025877,"CPR FPE ""inglan""",cc.inglan.getafe@educa.madrid.orgsecretaria@cfpinglan.com
28022578,"CPR FPE ""jose ramon otero""",cc.joseramonotero.madrid@educa.madrid.orgsecretaria.fp@jrotero.es
28039529,"CPR FPE ""juan xxiii""",cc.juanxxiii.alcorcon@educa.madrid.orginfo@juanxxiii.net
28049547,"CPR FPE ""la milagrosa""",cc.lamilagrosa.mostoles@educa.madrid.orglamilagrosa88@gmail.com
28072296,"CPR FPE ""las naves salesianos alcala""",cc.lasnavessalesianos.alcala@educa.madrid.orglasnaves@salesianosalcala.com
28064810,"CPR FPE ""murialdo""",Mixta Diferenciada
28074281,"CPR FPE ""nelson""",cc.nelson.madrid@educa.madrid.orgdireccion@centronelson.org
28002208,"CPR FPE ""san juan de dios""",cc.sanjuandedios.ciempozuelos@educa.madrid.orgciempozuelos.fp@sjd.es
28022323,"CPR FPE ""teide ii""",cc.teideii.madrid@educa.madrid.orgTEIDE2@teideformacion.com
28009884,"CPR FPE ""teide iv""",cc.teideiv.madrid@educa.madrid.orgdireccion@teideformacion.com
28018228,"CPR FPE ""virgen de la luz""",cc.virgendelaluz.madrid@educa.madrid.orginfo@centrocoviluz.com
28018061,"CPR INF-PRI-SEC ""agora""",cc.agora.madrid@educa.madrid.orgsecretaria@colegioagora.es
28015392,"CPR INF-PRI-SEC ""agrupacion escolar europa""",cc.aeeuropa.madrid@educa.madrid.orgdireccioneuropa19@gmail.com
28019828,"CPR INF-PRI-SEC ""agustiniano""",cc.agustiniano.madrid@educa.madrid.orgsecretaria@cagustiniano.com
28024915,"CPR INF-PRI-SEC ""alba""",cc.alba.torrejondeardoz@educa.madrid.orgjefedeestudios@colegioalba.com direccion@colegioalba.com
28041342,"CPR INF-PRI-SEC ""albanta""",cc.albanta.fuenlabrada@educa.madrid.orgdireccion@colegioalbanta.com
28042139,"CPR INF-PRI-SEC ""alhucema""",cc.alhucema.fuenlabrada@educa.madrid.orgdireccion@colegioalhucema.es
28038562,"CPR INF-PRI-SEC ""alkor""",cc.alkor.alcorcon@educa.madrid.orgalkor@colegioalkor.com
28038598,"CPR INF-PRI-SEC ""altamira""",Mixta Diferenciada
28001010,"CPR INF-PRI-SEC ""amor de dios""",Mixta Diferenciada
28011246,"CPR INF-PRI-SEC ""amor de dios""",cc.amordedios.madrid@educa.madrid.orgAMORDIOSMAD@telefonica.net
28011258,"CPR INF-PRI-SEC ""amor misericordioso""",cc.amormisericordioso.madrid@educa.madrid.orgdamct@planalfa.es
28011261,"CPR INF-PRI-SEC ""amoros""",cc.amoros.madrid@educa.madrid.orginformacion@colegioamoros.org
28074131,"CPR INF-PRI-SEC ""antanes school""",cc.antanesschool.leganes@educa.madrid.orgsecretaria@antaneschool.com
28072272,"CPR INF-PRI-SEC ""antavilla school""",cc.antavillaschool.villanuevadelpardillo@educa.madrid.orgsecretaria@antavillaschool.com
28001563,"CPR INF-PRI-SEC ""apostol santiago""",cc.apostolsantiago.aranjuez@educa.madrid.orgSECRETARIA@CAS-ARANJUEZ.ORG
28044331,"CPR INF-PRI-SEC ""arcadia""",cc.arcadia.villanuevadelacanada@educa.madrid.orgsecretaria@colegioarcadia.es
28010436,"CPR INF-PRI-SEC ""asuncion cuestablanca""",cc.asuncioncuestablanca.madrid@educa.madrid.org
28012962,"CPR INF-PRI-SEC ""asuncion-vallecas""",cc.asuncionvallecas.madrid@educa.madrid.orgsecretaria.asunvall@gmail.com
28015550,"CPR INF-PRI-SEC ""azorin""",cc.azorin.madrid@educa.madrid.orginfo@colegioazorin.com
28023081,"CPR INF-PRI-SEC ""balmes""",cc.balmes.mostoles@educa.madrid.orgcc.balmes.mostoles@educa.madrid.org
28006809,"CPR INF-PRI-SEC ""beata filipina-fund.feliciana viertola""",cc.beatafilipina.madrid@educa.madrid.orgbfilipinaffv@planalfa.es
28005131,"CPR INF-PRI-SEC ""beata maria ana de jesus""",cc.beatamanadejesus.madrid@educa.madrid.orgbmajesus@planalfa.es
28021690,"CPR INF-PRI-SEC ""bernadette""",cc.bernadette.madrid@educa.madrid.orgsecretaria@colegiobernadette.com
28022414,"CPR INF-PRI-SEC ""bienaventurada virgen maria""",cc.bienaventuradavmaria.madrid@educa.madrid.orgdireccion@irlandesasmadrid.org
28008107,"CPR INF-PRI-SEC ""blanca de castilla""",cc.blancadecastilla.madrid@educa.madrid.orgdireccion@colegioblancadecastilla.es
28013103,"CPR INF-PRI-SEC ""calasancio nuestra señora de las escuelas pias""",cc.calasancio.madrid@educa.madrid.orgsecretario@calasancio.es
28000479,"CPR INF-PRI-SEC ""calasanz""",cc.calasanz.alcala@educa.madrid.orgcolegio@calasanzalcala.com
28036061,"CPR INF-PRI-SEC ""calasanz""",cc.calasanz.pinto@educa.madrid.orgcalasanz@calasanzpinto.es
28011477,"CPR INF-PRI-SEC ""cardenal spinola""",cc.cardenalespinola.madrid@educa.madrid.orgdireccion@cardenalspinolamadrid.es
28020156,"CPR INF-PRI-SEC ""casa de la virgen""",cc.casadelavirgen.madrid@educa.madrid.orgsecretaria.colegio@casadelavirgen.es
28034994,"CPR INF-PRI-SEC ""castilla""",cc.castilla.torrejondelacalzada@educa.madrid.orgcastilla@colegiocastilla.com
28064184,"CPR INF-PRI-SEC ""casvi-boadilla""",cc.casvi.boadilla@educa.madrid.orginfo@casviboadilla.es
28015094,"CPR INF-PRI-SEC ""centro cultural elfo""",cc.elfo.madrid@educa.madrid.orgcooperativaelfo@colegioelfo.com
28019142,"CPR INF-PRI-SEC ""centro cultural palomeras""",cc.centroculturalpalomeras.madrid@educa.madrid.orginfo@colegiocentroculturalpalomeras.es
28016271,"CPR INF-PRI-SEC ""centro cultural salmantino""",cc.salmantino.madrid@educa.madrid.orgcarlosccs@planalfa.es
28040623,"CPR INF-PRI-SEC ""centro educativo la amistad""",cc.laamistad.fuenlabrada@educa.madrid.orgcolegiolaamistad@hotmail.es
28062497,"CPR INF-PRI-SEC ""centro educativo ponce de leon""",cc.ipsponcedeleon.madrid@educa.madrid.org
28041287,"CPR INF-PRI-SEC ""centro educativo punta galea""",Mixta Diferenciada
28001046,"CPR INF-PRI-SEC ""centro educativo villa de alcorcon""",Mixta Diferenciada
28041895,"CPR INF-PRI-SEC ""centro educativo zola""",cc.zola.villanuevadelacanada@educa.madrid.orgsecretaria@colegiozola.com
28036450,"CPR INF-PRI-SEC ""centro ibn gabirol colegio estrella toledano""",cc.ibngabirol.alcobendas@educa.madrid.orgibngabirol@ibngabirol.com
28020120,"CPR INF-PRI-SEC ""chamberi""",cc.chamberi.madrid@educa.madrid.orgdireccion@chamberi.es
28011593,"CPR INF-PRI-SEC ""ciudad de los muchachos""",cc.ciudaddelosmuchachos.madrid@educa.madrid.orgdireccion@ciudaddelosmuchachos.com
28072211,"CPR INF-PRI-SEC ""ciudad educativa municipal hipatia-fuhem""",cc.hipatiafuhem.rivas@educa.madrid.orgsecretaria@colegiohipatia.fuhem.es
28032870,"CPR INF-PRI-SEC ""ciudadescuela muchachos""",cc.cemu.leganes@educa.madrid.org
28015148,"CPR INF-PRI-SEC ""claret""",Mixta Diferenciada
28069251,"CPR INF-PRI-SEC ""colegio abaco""",cc.abaco.madrid@educa.madrid.orgdirector@colegio-abaco.com
28037983,"CPR INF-PRI-SEC ""colegio addis""",cc.addis.madrid@educa.madrid.orgdireccion@colegioaddis.es
28070883,"CPR INF-PRI-SEC ""colegio alborada""","Ed. Primaria(Mixta Diferenciada), E.S.O.(Mixta Diferenciada)"
28025695,"CPR INF-PRI-SEC ""colegio alcala""",cc.alcala.villaviciosa@educa.madrid.orginfo@colegioalcala.es
28070895,"CPR INF-PRI-SEC ""colegio antamira""",Mixta Diferenciada
28072168,"CPR INF-PRI-SEC ""colegio aquila""",cc.aquila.parla@educa.madrid.orginfo@colegioaquila.es
28072156,"CPR INF-PRI-SEC ""colegio arenales arroyomolinos""",cc.arenales.arroyomolinos@educa.madrid.orginfo@colegioarenales.es
28073151,"CPR INF-PRI-SEC ""colegio arenales carabanchel""",cc.arenales-carabanchel.madrid@educa.madrid.orgcarabanchel@colegioarenales.es
28067318,"CPR INF-PRI-SEC ""colegio artica""",cc.artica.madrid@educa.madrid.orgsecretaria.artica@jrotero.es
28067434,"CPR INF-PRI-SEC ""colegio arula""",cc.arula.valdeolmos@educa.madrid.orginfo@colegioarula.com
28065784,"CPR INF-PRI-SEC ""colegio caude""",cc.caude.majadahonda@educa.madrid.orginfo@colegiocaude.com
28072132,"CPR INF-PRI-SEC ""colegio ceu san pablo en sanchinarro""",Bachillerato(Mixta Diferenciada)
28073148,"CPR INF-PRI-SEC ""colegio chesterton""",cc.chesterton.meco@educa.madrid.orgsecretaria@colegiochesterton.es
28022566,"CPR INF-PRI-SEC ""colegio de jesus""",cc.colegiodejesus.madrid@educa.madrid.orgcolegiodejesus@colegiosfec.com
28005799,"CPR INF-PRI-SEC ""colegio diocesano maria inmaculada - joaquin turina""",cc.mariainmaculadacarabanchel.madrid@educa.madrid.orgcolegiojoaquinturina@fmariainmaculada.org
28005787,"CPR INF-PRI-SEC ""colegio diocesano maria inmaculada - mogambo""",cc.mariainmaculada.madrid@educa.madrid.orgcolegiomogambo@fmariainmaculada.org
28064846,"CPR INF-PRI-SEC ""colegio el caton""",cc.elcaton.torrejondevelasco@educa.madrid.orgrosana.perez@colegioelcaton.com
28009781,"CPR INF-PRI-SEC ""colegio escuelas santisimo sacramento""",cc.santisimosacramento.madrid@educa.madrid.orgtitulardehesa@salesianas.org
28072144,"CPR INF-PRI-SEC ""colegio estudiantes las tablas""",cc.estudianteslastablas.madrid@educa.madrid.orginfo@colegioestudiantes.edu.es
28069285,"CPR INF-PRI-SEC ""colegio gaudem""",Mixta Diferenciada
28067410,"CPR INF-PRI-SEC ""colegio helade""",cc.helade.boadilla@educa.madrid.orgsecretaria@colegiohelade.es
28011775,"CPR INF-PRI-SEC ""colegio institucion del divino maestro""",cc.instituciondivinomaestro.madrid@educa.madrid.orgidmaestro@alfaexpress.net
28064202,"CPR INF-PRI-SEC ""colegio internacional j.h. newman""",cc.jhnewman.madrid@educa.madrid.orgsecretaria@colegionewman.org
28061298,"CPR INF-PRI-SEC ""colegio internacional kolbe""",cc.kolbe.villanuevadelacanada@educa.madrid.orgsecretaria@colegiokolbe.com
28015136,"CPR INF-PRI-SEC ""colegio internacional nicoli""",cc.gnicoli.madrid@educa.madrid.orgsdysv@planalfa.es
28075637,"CPR INF-PRI-SEC ""colegio juan pablo ii""","Ed. Primaria(Mixta Diferenciada), E.S.O.(Mixta Diferenciada)"
28070871,"CPR INF-PRI-SEC ""colegio juan pablo ii""",cc.juanpabloII.alcorcon@educa.madrid.org
28003444,"CPR INF-PRI-SEC ""colegio juan pablo ii y la inmaculada""",cc.lainmaculada.guadarrama@educa.madrid.orgdirectora@juanpablosegundoguadarrama.es
28013048,"CPR INF-PRI-SEC ""colegio la milagrosa""","Ed.Infantil Ii Ciclo(Mixta Diferenciada), Ed. Primaria(Mixta Diferenciada), E.S.O.(Mixta Diferenciada), Fp  Básica(Mixta Diferenciada)"
28013851,"CPR INF-PRI-SEC ""colegio la salle san rafael""",cc.lasallesanrafael.madrid@educa.madrid.orgsanrafael_sar.ma@lasalle.es
28067859,"CPR INF-PRI-SEC ""colegio litterator""",cc.litterator.aranjuez@educa.madrid.orgdireccion@colegiolitterator.com
28067422,"CPR INF-PRI-SEC ""colegio miramadrid""",cc.miramadrid.paracuellos@educa.madrid.orginfo@colegiomiramadrid.es
28070858,"CPR INF-PRI-SEC ""colegio montesclaros""",cc.montesclaros.elboalo@educa.madrid.orginfo@colegiomontesclaros.es
28070159,"CPR INF-PRI-SEC ""colegio nobelis""",Mixta Diferenciada
