CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS,,,,,,,,,,,
AREA TERRITORIAL,CODIGO CENTRO,EMAIL,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,TITULARIDAD
Madrid-Capital,28059334,#N/A,CPR INF,LAS GAVIOTAS,Calle De Medina De Pomar,,,,,,
Madrid-Este,28002488,#N/A,CPR INF,MAMA JUANITA,Calle De La Iglesia,,,,,,
Madrid-Norte,28024575,#N/A,CPR INF,MI COLE,Avenida De Colmenar Viejo,,,,,,
Madrid-Capital,28030319,Mixta Diferenciada,CPR INF,NAZARET,Calle De Quintiliano,,,,,,
Madrid-Capital,28041019,#N/A,CPR INF,NAZARET,Calle De Arenas De Iguña,,,,,,
Madrid-Capital,28009288,#N/A,CPR INF,SAN JOSE DE CLUNY,Calle De San Restituto,,,,,,
Madrid-Capital,28072909,#N/A,CPR INF,SANTA BERNARDITA,Calle Del Príncipe De Asturias,,,,,,
Madrid-Capital,28070603,#N/A,CPR INF,SANTA CLAUS,Calle De Nápoles,,,,,,
Madrid-Capital,28032109,#N/A,CPR INF,SANTA LUISA,Calle Del Tántalo,,,,,,
Madrid-Oeste,28045581,#N/A,CPR INF,SANTA MARIA DE LEUCA,Calle Infantes,,,,,,
Madrid-Capital,28033023,#N/A,CPR INF,VERBO ENCARNADO,Calle De Alenza,,,,,,
Madrid-Capital,28009963,#N/A,CPR INF,VIRGEN DE BEGOÑA,Calle De Ángel Múgica,,,,,,
Madrid-Capital,28069443,#N/A,EIPR,BOLBORETA,Calle Del Halcón,,,,,,
Madrid-Capital,28046595,#N/A,EIPR,BORJA,Calle Ronda Del Sur,,,,,,
Madrid-Capital,28067938,#N/A,EIPR,CALASANZ,Calle Del Camino Del Río,,,,,,
Madrid-Capital,28049596,#N/A,EIPR,CATALINA LABOURE,Calle De La Marroquina,,,,,,
Madrid-Capital,28065139,#N/A,EIPR,CHIQUI MORATALAZ,Calle De José Del Prado Y Palacio,,,,,,
Madrid-Capital,28067951,#N/A,EIPR,CHIQUI TIN ALCANTARA,Calle De Alcántara,,,,,,
Madrid-Capital,28064469,#N/A,EIPR,CHIQUIKID,Calle De Los Molinos,,,,,,
Madrid-Capital,28065589,#N/A,EIPR,CONTUMAMI-LA VAGUADA,Plaza De Fonsagrada,,,,,,
Madrid-Capital,28026158,#N/A,EIPR,CUNA DE JESUS,Calle De Ferrer Del Río,,,,,,
Madrid-Capital,28062001,#N/A,EIPR,DIVENTIUM,Calle De La Época,,,,,,
Madrid-Capital,28069388,#N/A,EIPR,EDUCAVIDA ES-COOL,Calle De Juan De Juanes,,,,,,
Madrid-Capital,28067458,#N/A,EIPR,EL BOSQUE ENCANTADO,Calle De Antonio López,,,,,,
Madrid-Capital,28059668,#N/A,EIPR,EL CAMINO,Calle De Salitre,,,,,,
Madrid-Capital,28070780,#N/A,EIPR,EL GIRASOL,Calle Del General Aranaz,,,,,,
Madrid-Capital,28065267,#N/A,EIPR,EL IGLOO,Calle Del Marqués De Lema,,,,,,
Madrid-Capital,28064241,#N/A,EIPR,EL MUNDO DE MOZART I,Calle De Nanclares De Oca,,,,,,
Madrid-Capital,28069467,#N/A,EIPR,EL MUNDO DE MOZART II,Calle De Aramayona,,,,,,
Madrid-Capital,28067941,#N/A,EIPR,EL VIAJE DE NEU,Calle Del Sitio Del Escorial,,,,,,
Madrid-Capital,28067641,#N/A,EIPR,FANTASIA II,Calle De Justa García,,,,,,
Madrid-Capital,28059346,#N/A,EIPR,GRAZALEMA,Plaza De La Sierra De Grazalema,,,,,,
Madrid-Capital,28063465,#N/A,EIPR,JUGUETONES,Calle De Calero Pita,,,,,,
Madrid-Capital,28066600,#N/A,EIPR,KIDS RETIRO,Calle De Luis Mitjans,,,,,,
Madrid-Capital,28062710,#N/A,EIPR,KIND FOR KIDS,Calle De Torrelaguna,,,,,,
Madrid-Sur,28023091,#N/A,EIPR,LA INMACULADA,Calle De La Malvarrosa,,,,,,
Madrid-Capital,28034696,#N/A,EIPR,LA LOCOMOTORA,Plaza De Mondariz,,,,,,
Madrid-Capital,28064822,#N/A,EIPR,LAPIZITOS,Calle De La Condesa De Teba,,,,,,
Madrid-Capital,28059474,#N/A,EIPR,LOS ANGELES,Calle Del Camino Viejo De Leganés,,,,,,
Madrid-Capital,28056692,#N/A,EIPR,MAMA QUECA I,Calle De Aránzazu,,,,,,
Madrid-Capital,28065127,#N/A,EIPR,MAMA QUECA II,Calle De Sánchez Guerrero,,,,,,
Madrid-Capital,28021641,#N/A,EIPR,MONSEÑOR ALVES BRAS,Calle De Villaviciosa,,,,,,
Madrid-Capital,28066880,#N/A,EIPR,NAYER KIDS,Avenida De La Peseta,,,,,,
Madrid-Oeste,28057775,#N/A,EIPR,NTRA. SRA. DE FATIMA,Calle Hermanos Muñoz,,,,,,
Madrid-Capital,28057763,#N/A,EIPR,NTRA. SRA. DE LA ENCARNACION,Plaza De La Inmaculada Concepción,,,,,,
Madrid-Capital,28057155,#N/A,EIPR,NTRA. SRA. DE LAS VICTORIAS,Calle De Fray Junipero Serra,,,,,,
Madrid-Capital,28008259,#N/A,EIPR,NTRA. SRA. DE LOS DOLORES,Calle De San Bernardo,,,,,,
Madrid-Capital,28058081,#N/A,EIPR,NTRA. SRA. DEL CAMINO,Calle De Martínez De La Riva,,,,,,
Madrid-Capital,28050252,#N/A,EIPR,NTRA. SRA. DEL ROSARIO,Calle De Puebla De Sanabria,,,,,,
Madrid-Capital,28065905,#N/A,EIPR,NUBBE,Plaza De Los Tres Olivos,,,,,,
Madrid-Capital,28066909,#N/A,EIPR,NUBES II,Calle De Santa Saturnina,,,,,,
Madrid-Capital,28065607,#N/A,EIPR,PEQUEMUN,Calle De Los Olivos,,,,,,
Madrid-Capital,28031567,#N/A,EIPR,PEQUEÑINES,Calle Del Pingüino,,,,,,
Madrid-Capital,28065437,#N/A,EIPR,PEQUEÑOS AMIGOS,Avenida De Monasterio De El Escorial,,,,,,
Madrid-Capital,28065851,#N/A,EIPR,ROSALIA RENDU,Calle De La Espada,,,,,,
Madrid-Capital,28059051,#N/A,EIPR,SAN GABRIEL ARCANGEL,Calle De La Isla De Nelsón,,,,,,
Madrid-Norte,28000625,#N/A,EIPR,SAN PEDRO APOSTOL,Plaza De Felipe Álvarez Gadea,,,,,,
Madrid-Capital,28009434,#N/A,EIPR,SAN ROQUE,Calle Del Abolengo,,,,,,
Madrid-Capital,28058391,#N/A,EIPR,SAN SIMON Y SAN JUDAS,Calle De Trévelez,,,,,,
Madrid-Capital,28037430,#N/A,EIPR,SAN VICENTE DE PAUL,Plaza De San Vicente De Paul,,,,,,
Madrid-Capital,28056862,#N/A,EIPR,SAN VICTOR,Plaza De Pico Salvaguardia,,,,,,
Madrid-Capital,28045542,#N/A,EIPR,SANTA ROSALIA,Calle De Motilla Del Palancar,,,,,,
Madrid-Capital,28066651,#N/A,EIPR,SMILES BILINGUAL NURSEY SCHOOL,Calle De Puente La Reina,,,,,,
Madrid-Capital,28064809,#N/A,EIPR,TOBOGAN II,Calle De Fernando Díaz De Mendoza,,,,,,
Madrid-Capital,28067070,#N/A,EIPR,TRAPITOS,Calle De La Limonita,,,,,,
Madrid-Norte,28000649,#N/A,CPR PRI,SAN ANTONIO,Calle De Barcelona,,,,,,
Madrid-Capital,28011349,#N/A,CPR INF-PRI,ARCANGEL,Calle De Ángel Ganivet,,,,,,
Madrid-Capital,28032195,#N/A,CPR INF-PRI,CENIT,Calle De Vital Aza,,,,,,
Madrid-Capital,28011520,#N/A,CPR INF-PRI,CENTRAL,Calle De Manuel Muñoz,,,,,,
Madrid-Capital,28019981,#N/A,CPR INF-PRI,CENTRO DE ESTUDIOS CASTILLA,Calle Del Oso,,,,,,
Madrid-Capital,28022529,#N/A,CPR INF-PRI,CERVANTES,Calle De Elvas,,,,,,
Madrid-Capital,28043223,#N/A,CPR INF-PRI,COLEGIO DIOCESANO CRISTO DE LA GUIA,Calle De Ezcaray,,,,,,
Madrid-Capital,28015537,#N/A,CPR INF-PRI,CUMBRE-OXFORD,Calle De Buendía,,,,,,
Madrid-Capital,28026110,#N/A,CPR INF-PRI,DOSPARQUES,Calle De San Anastasio,,,,,,
Madrid-Capital,28032225,#N/A,CPR INF-PRI,JESUS MARIA-NTRA. SRA. CARIDAD DEL COBRE,Calle De Los Hermanos García Noblejas,,,,,,
Madrid-Capital,28008016,#N/A,CPR INF-PRI,LA MERCED,Calle De Luis De Góngora,,,,,,
Madrid-Capital,28012810,#N/A,CPR INF-PRI,LA MILAGROSA,Calle Del Puerto Del Monasterio,,,,,,
Madrid-Capital,28020041,#N/A,CPR INF-PRI,LA SALLE-LA PALOMA-FUNDACION LARA,Calle De La Paloma,,,,,,
Madrid-Sur,28003021,#N/A,CPR INF-PRI,LICEO JUAN DE LA CIERVA I,Calle Tarragona,,,,,,
Madrid-Capital,28008600,#N/A,CPR INF-PRI,LICEO OROQUIETA,Calle Del Sáhara,,,,,,
Madrid-Capital,28044872,#N/A,CPR INF-PRI,LICEO ROSALES,Calle De Ignacio Santos Viñuelas,,,,,,
Madrid-Capital,28029159,#N/A,CPR INF-PRI,LUIS FEITO,Calle De Luis Feíto,,,,,,
Madrid-Capital,28012676,#N/A,CPR INF-PRI,MARIA CRISTINA,Calle De Antillón,,,,,,
Madrid-Sur,28003055,#N/A,CPR INF-PRI,MENGUAL,Calle Cuenca,,,,,,
Madrid-Capital,28021975,#N/A,CPR INF-PRI,MIRASOL,Calle De Peña Dorada,,,,,,
Madrid-Capital,28017339,#N/A,CPR INF-PRI,NEBRIJA-ROSALES,Calle De Carlos Domingo,,,,,,
Madrid-Capital,28008296,#N/A,CPR INF-PRI,NTRA. SRA. DE FATIMA,Calle De Alcalá,,,,,,
Madrid-Capital,28013279,#N/A,CPR INF-PRI,NTRA. SRA. DE LA MERCED,Calle De Zaida,,,,,,
Madrid-Capital,28008430,#N/A,CPR INF-PRI,NTRA. SRA. DE LA PAZ,Calle De Valderribas,,,,,,
Madrid-Oeste,28002142,#N/A,CPR INF-PRI,REGINA ASSUMPTA,Calle De San Andrés,,,,,,
Madrid-Capital,28013826,#N/A,CPR INF-PRI,SAGRADOS CORAZONES,Calle De Pan Y Toros,,,,,,
Madrid-Capital,28008995,#N/A,CPR INF-PRI,SAN ANTONIO,Calle De Bravo Murillo,,,,,,
Madrid-Este,28000224,#N/A,CPR INF-PRI,SAN FELIPE NERI,Calle San Felipe Neri,,,,,,
Madrid-Capital,28013966,#N/A,CPR INF-PRI,SAN FERMIN,Calle De La Estafeta,,,,,,
Madrid-Capital,28007371,#N/A,CPR INF-PRI,SAN LUIS-FELCA,Calle De Dolores Barranco,,,,,,
Madrid-Norte,28022918,#N/A,CPR INF-PRI,SAN PABLO,Calle San Pablo,,,,,,
Madrid-Sur,28001538,#N/A,CPR INF-PRI,SAN PASCUAL,Calle Del Rey,,,,,,
Madrid-Capital,28009422,#N/A,CPR INF-PRI,SAN RAFAEL ARCANGEL-SANTA LUISA,Calle De Otero Y Delage,,,,,,
Madrid-Sur,28003171,#N/A,CPR INF-PRI,SAN SEBASTIAN,Travesia De Los Depósitos,,,,,,
Madrid-Capital,28017777,#N/A,CPR INF-PRI,SANTA CRUZ,Calle De Miguel Fleta,,,,,,
Madrid-Capital,28009495,#N/A,CPR INF-PRI,SANTA ELIZABETH,Calle De Viera Y Clavijo,,,,,,
Madrid-Capital,28011805,#N/A,CPR INF-PRI,TRILEMA AVENIDA AMERICA,Calle De Agustín Durán,,,,,,
Madrid-Capital,28013701,#N/A,CPR INF-PRI,TRILEMA SAFA,Calle De Mercedes Fórmica,,,,,,
Madrid-Capital,28010060,#N/A,CPR INF-PRI,VIRGEN DEL PILAR,Calle De Melchor Fernández Almagro,,,,,,
Madrid-Capital,28032183,#N/A,CPR INF-PRI,VIRGEN MILAGROSA,Calle Del Mar De Coral,,,,,,
Madrid-Capital,28049602,#N/A,CPR EE,ADEMO,Calle De La Hacienda De Pavones,,,,,,
Madrid-Capital,28070688,#N/A,CPR EE,AENILCE,Calle De Dionisio Inca Yupanqui,,,,,,
Madrid-Capital,28012299,#N/A,CPR EE,ALENTA,Carretera Colmenar Viejo,,,,,,
Madrid-Capital,28071681,#N/A,CPR EE,ALEPH,Calle De La Cueva De Montesinos,,,,,,
Madrid-Este,28069236,#N/A,CPR EE,A.P.S.A.,Calle Cóndor,,,,,,
Madrid-Capital,28048269,#N/A,CPR EE,ARAYA,Calle De Ramón Power,,,,,,
Madrid-Capital,28060464,#N/A,CPR EE,ATENPACE,Calle De Las Islas Marquesas,,,,,,
Madrid-Capital,28064226,#N/A,CPR EE,AUCAVI,Calle De Ricardo Ortiz,,,,,,
Madrid-Sur,28076681,#N/A,CPR EE,AUCAVI SUR,Avenida De Las Arcos Del Agua,,,,,,
Madrid-Capital,28022426,#N/A,CPR EE,BUENAFUENTE,Calle De Protasio Gómez,,,,,,
Madrid-Capital,28045736,#N/A,CPR EE,CAMBRILS,Avenida De Los Poblados,,,,,,
Madrid-Capital,28074141,#N/A,CPR EE,CARMEN FERNANDEZ-MIRANDA - FSDM,Calle Memorial 11 De Marzo De 2004,Madrid,Chamartín,28016,-,-,Privado Concertado
Madrid-Capital,28060440,#N/A,CPR EE,CENTRO BOBATH ESPAÑA,Calle Del Mirador De La Reina,,,,,,
Madrid-Capital,28032134,#N/A,CPR EE,CENTRO EDUCATIVO PONCE DE LEON,Calle De Eduardo Barreiros,,,,,,
Madrid-Capital,28021732,#N/A,CPR EE,CENTRO NUEVO DE PEDAGOGIA,Calle Del Tajo,,,,,,
Madrid-Oeste,28059504,#N/A,CPR EE,CEPRI,Calle San Sebastián,,,,,,
Madrid-Capital,28069558,#N/A,CPR EE,CISEN,Calle De La Virgen De Aránzazu,,,,,,
Madrid-Capital,28010291,#N/A,CPR EE,COLEGIO A LA PAR,Calle De Monasterio De Las Huelgas,,,,,,
Madrid-Capital,28069534,#N/A,CPR EE,COLEGIO GAUDEM,Calle De La Playa De Barlovento,,,,,,
Madrid-Capital,28021070,#N/A,CPR EE,C.R.E. ANTONIO VICENTE MOSQUETE,Avenida Del Doctor García Tapia C/v A C/ Oberón,Madrid,Moratalaz,28030,913535600,913535640,Privado Concertado
Madrid-Capital,28046856,#N/A,CPR EE,EL DESPERTAR,Calle De Adonis,,,,,,
Madrid-Este,28077956,#N/A,CPR EE,ESCUELAS PIAS PROFESIONALES-ALCALA DE HENARES,Avenida Lope Figueroa,,,,,,
Madrid-Capital,28021823,#N/A,CPR EE,ESTUDIO 3,Calle De La Tapia De Casariego,,,,,,
Madrid-Capital,28034982,#N/A,CPR EE,FUNDACION GÖTZE,Carretera De Castilla,,,,,,
Madrid-Oeste,28023893,#N/A,CPR EE,GIL GAYARRE,Carretera Majadahonda,,,,,,
Madrid-Capital,28057349,#N/A,CPR EE,HOSPITAL INFANTIL SAN RAFAEL,Avenida De Concha Espina,,,,,,
Madrid-Capital,28009276,#N/A,CPR EE,INSTITUTO SAN JOSE,Calle Del Pinar De San José,,,,,,
Madrid-Capital,28030711,#N/A,CPR EE,LA PURISIMA,Calle De Ricardo Ortiz,,,,,,
Madrid-Capital,28029718,#N/A,CPR EE,LEO KANNER,Calle De Peña Del Sol,,,,,,
Madrid-Capital,28016839,#N/A,CPR EE,LOS ALAMOS,Ronda Sur,,,,,,
Madrid-Capital,28012664,#N/A,CPR EE,MARIA CORREDENTORA,Calle De Luis De La Mata,,,,,,
Madrid-Este,28071991,#N/A,CPR EE,MARIA ISABEL ZULUETA,Calle Manuel Azaña,,,,,,
Madrid-Sur,28028593,#N/A,CPR EE,NTRA. SRA. DE LA ESPERANZA,Carretera De Toledo,,,,,,
Madrid-Capital,28013449,#N/A,CPR EE,NTRA. SRA. DE LAS VICTORIAS,Calle De Las Azucenas,,,,,,
Madrid-Capital,28068906,#N/A,CPR EE,NUMEN,Calle De Tabatinga,,,,,,
Madrid-Capital,28057945,#N/A,CPR EE,PAUTA,Calle De Pobladura Del Valle,,,,,,
Madrid-Capital,28056485,#N/A,CPR EE,PERIPATOS,Calle De Las Clarisas,,,,,,
Madrid-Norte,28033710,#N/A,CPR EE,SAN FRANCISCO DE ASIS,Calle De Los Mártires,,,,,,
Madrid-Capital,28033291,#N/A,CPR EE,TAO (CENTRO DE PEDAGOGIA TERAPEUTICA),Calle Del Poeta Blas De Otero,,,,,,
Madrid-Este,28035020,#N/A,CPR EE,VIRGEN DE LORETO ASTOR,Calle Metano,,,,,,
Madrid-Oeste,28022803,#N/A,CPR EE,VIRGEN DE LOURDES,Carretera M-516 (boadilla),,,,,,
Madrid-Norte,28066089,#N/A,CPR EE,VIRGEN DE NURIA,Calle Anabel Segura,,,,,,
Madrid-Oeste,28074517,#N/A,AA.HOSP.,AULA HOSPITALARIA MONTEPRINCIPE,Avenida De Montepríncipe,,,,,,
Madrid-Capital,28066417,#N/A,CPR ES,COLEGIO SAN FRANCISCO,Calle De La Fortaleza,,,,,,
Madrid-Capital,28008703,#N/A,CPR ES,EL PORVENIR,Calle De Bravo Murillo,,,,,,
Madrid-Norte,28077427,#N/A,CPR ES,IÑIGO DE ARTEAGA Y MARTIN,Calle De Los Mártires,,,,,,
Madrid-Capital,28007619,#N/A,CPR ES,JESUS MARIA,Calle De Los Hermanos García Noblejas,,,,,,
Madrid-Capital,28027941,#N/A,CPR ES,MARIA INMACULADA,Calle De Fuencarral,,,,,,
Madrid-Capital,28019300,#N/A,CPR ES,MARIA INMACULADA,Calle De Ríos Rosas,,,,,,
Madrid-Capital,28076344,#N/A,CPR ES,NORTE JOVEN FUENCARRAL,Calle De Ribadavia,,,,,,
Madrid-Capital,28013140,#N/A,CPR ES,NTRA. SRA. DE GRACIA,Paseo De Gigantes Y Cabezudos,,,,,,
Madrid-Capital,28006019,#N/A,CPR ES,PADRE PIQUER,Calle Del Cañaveral,,,,,,
Madrid-Capital,28022505,#N/A,CPR ES,PRIMERO DE MAYO,Calle De Los Barros,,,,,,
Madrid-Capital,28020028,#N/A,CPR ES,SANTA BARBARA,Plaza De La Paja,,,,,,
Madrid-Capital,28039657,#N/A,CPR ES,SANTA ROSA DE LIMA,Carretera De Canillas,,,,,,
Madrid-Capital,28033382,#N/A,CPR ES,VALDECÁS,Calle De Javier De Miguel,,,,,,
Madrid-Capital,28018514,#N/A,CPR FPE,AFUERA II,Carrera De San Francisco,,,,,,
Madrid-Sur,28025324,#N/A,CPR FPE,ARZOBISPO MORCILLO,Calle Estrella De Elola,,,,,,
Madrid-Capital,28065590,#N/A,CPR FPE,CENTRO BOBATH DE FORMACION PROFESIONAL,Calle Del Mirador De La Reina,,,,,,
Madrid-Este,28033473,#N/A,CPR FPE,CENTRO DE ESTUDIOS PROFESIONALES (C.E.P.),Calle Lope De Vega,,,,,,
Madrid-Norte,28060506,#N/A,CPR FPE,CENTRO DE HUMANIZACION DE LA SALUD,Calle Sector Escultores,,,,,,
Madrid-Capital,28074220,#N/A,CPR FPE,C.E.S. FUENCARRAL,Calle De Labastida,,,,,,
Madrid-Norte,28049031,#N/A,CPR FPE,EFA VALDEMILANOS,Calle De Los Ganaderos,,,,,,
Madrid-Capital,28060786,#N/A,CPR FPE,ESCUELA EUROPEA AYUDANTES DE DIRECCION,Calle De Juan Bravo,,,,,,
Madrid-Capital,28032018,#N/A,CPR FPE,ESCUELA POLITECNICA GINER,Calle De Maqueda,,,,,,
Madrid-Capital,28020399,#N/A,CPR FPE,ESCUELA PROFESIONAL JAVERIANA,Calle De Alberto Aguilera,,,,,,
Madrid-Oeste,28075042,cc.hmbiosanitarias-monteprincipe.boadilla@educa.madrid.orgdocencia.monteprincipe@hmhospitales.com,CPR FPE,FORMACION HM. CENTRO DE PROFESIONES BIOSANITARIAS HM HOSPITALES,Avenida De Montepríncipe,,,,,,
Madrid-Sur,28075054,#N/A,CPR FPE,FORMACION HM. CENTRO DE PROFESIONES BIOSANITARIAS HM HOSPITALES,Plaza Del Sol,,,,,,
Madrid-Capital,28049614,#N/A,CPR FPE,FUNDACION TOMILLO,Calle De Albuñuelas,,,,,,
Madrid-Capital,28018563,#N/A,CPR FPE,GONZALEZ CAÑADAS,Calle De Fuencarral,,,,,,
Madrid-Capital,28032110,#N/A,CPR FPE,HEASE,Calle De La Plata,,,,,,
Madrid-Sur,28025877,#N/A,CPR FPE,INGLAN,Calle De La Paloma,,,,,,
Madrid-Capital,28022578,#N/A,CPR FPE,JOSE RAMON OTERO,Calle De Francisco Brizuela,,,,,,
Madrid-Sur,28039529,#N/A,CPR FPE,JUAN XXIII,Calle Nueva,,,,,,
Madrid-Sur,28049547,#N/A,CPR FPE,LA MILAGROSA,Plaza De Turia,,,,,,
Madrid-Este,28072296,#N/A,CPR FPE,LAS NAVES SALESIANOS ALCALA,Calle Río Tajuña,,,,,,
Madrid-Capital,28064810,#N/A,CPR FPE,MURIALDO,Calle De La Argenta,,,,,,
Madrid-Capital,28074281,#N/A,CPR FPE,NELSON,Calle De Donoso Cortés,,,,,,
Madrid-Sur,28002208,#N/A,CPR FPE,SAN JUAN DE DIOS,Avenida De San Juan De Dios,,,,,,
Madrid-Capital,28022323,#N/A,CPR FPE,TEIDE II,Calle Mayor,,,,,,
Madrid-Capital,28009884,#N/A,CPR FPE,TEIDE IV,Calle De Alcalá,,,,,,
Madrid-Capital,28018228,#N/A,CPR FPE,VIRGEN DE LA LUZ,Calle Del Vizconde De Matamala,,,,,,
Madrid-Capital,28018061,#N/A,CPR INF-PRI-SEC,AGORA,Calle Del Marqués De Portugalete,,,,,,
Madrid-Capital,28015392,#N/A,CPR INF-PRI-SEC,AGRUPACION ESCOLAR EUROPA,Calle De Miguel Solas,,,,,,
Madrid-Capital,28019828,#N/A,CPR INF-PRI-SEC,AGUSTINIANO,Calle Del Pez Austral,,,,,,
Madrid-Este,28024915,#N/A,CPR INF-PRI-SEC,ALBA,Calle Manuel Sandoval,,,,,,
Madrid-Sur,28041342,#N/A,CPR INF-PRI-SEC,ALBANTA,Calle De Mónaco,,,,,,
Madrid-Sur,28042139,#N/A,CPR INF-PRI-SEC,ALHUCEMA,Avenida De Las Provincias,,,,,,
Madrid-Sur,28038562,#N/A,CPR INF-PRI-SEC,ALKOR,Avenida De Pablo Iglesias,,,,,,
Madrid-Sur,28038598,#N/A,CPR INF-PRI-SEC,ALTAMIRA,Calle Gerona,,,,,,
Madrid-Capital,28011246,cc.amordedios.madrid@educa.madrid.orgAMORDIOSMAD@telefonica.net,CPR INF-PRI-SEC,AMOR DE DIOS,Calle De Gutiérrez Canales,,,,,,
Madrid-Sur,28001010,#N/A,CPR INF-PRI-SEC,AMOR DE DIOS,Plaza Santiago De Compostela,,,,,,
Madrid-Capital,28011258,#N/A,CPR INF-PRI-SEC,AMOR MISERICORDIOSO,Paseo De San Francisco De Sales,,,,,,
Madrid-Capital,28011261,#N/A,CPR INF-PRI-SEC,AMOROS,Calle De Gómez De Arteche,,,,,,
Madrid-Sur,28074131,#N/A,CPR INF-PRI-SEC,ANTANES SCHOOL,Calle Parla,,,,,,
Madrid-Oeste,28072272,#N/A,CPR INF-PRI-SEC,ANTAVILLA SCHOOL,Calle Real,,,,,,
Madrid-Sur,28001563,#N/A,CPR INF-PRI-SEC,APOSTOL SANTIAGO,Calle De Las Moreras,,,,,,
Madrid-Oeste,28044331,#N/A,CPR INF-PRI-SEC,ARCADIA,Calle Cetrería,,,,,,
Madrid-Capital,28010436,#N/A,CPR INF-PRI-SEC,ASUNCION CUESTABLANCA,Calle Asunción Cuestablanca,,,,,,
Madrid-Capital,28012962,#N/A,CPR INF-PRI-SEC,ASUNCION-VALLECAS,Calle De Montseny,,,,,,
Madrid-Capital,28015550,#N/A,CPR INF-PRI-SEC,AZORIN,Calle De Arzúa,,,,,,
Madrid-Sur,28023081,#N/A,CPR INF-PRI-SEC,BALMES,Calle Del Río Llobregat,,,,,,
Madrid-Capital,28006809,#N/A,CPR INF-PRI-SEC,BEATA FILIPINA-FUND.FELICIANA VIERTOLA,Calle De José De Cadalso,,,,,,
Madrid-Capital,28005131,#N/A,CPR INF-PRI-SEC,BEATA MARIA ANA DE JESUS,Calle De Guillermo De Osma,,,,,,
Madrid-Capital,28021690,#N/A,CPR INF-PRI-SEC,BERNADETTE,Calle De Santa Bernardita,,,,,,
Madrid-Capital,28022414,#N/A,CPR INF-PRI-SEC,BIENAVENTURADA VIRGEN MARIA,Calle De Cullera,,,,,,
Madrid-Capital,28008107,#N/A,CPR INF-PRI-SEC,BLANCA DE CASTILLA,Paseo De Eduardo Dato,,,,,,
Madrid-Capital,28013103,#N/A,CPR INF-PRI-SEC,CALASANCIO NUESTRA SEÑORA DE LAS ESCUELAS PIAS,Calle Del Conde De Peñalver,,,,,,
Madrid-Sur,28036061,cc.calasanz.pinto@educa.madrid.orgcalasanz@calasanzpinto.es,CPR INF-PRI-SEC,CALASANZ,Calle Asturias,,,,,,
Madrid-Este,28000479,#N/A,CPR INF-PRI-SEC,CALASANZ,Calle Santiago,,,,,,
Madrid-Capital,28011477,#N/A,CPR INF-PRI-SEC,CARDENAL SPINOLA,Calle Del Cardenal Marcelo Spinola,,,,,,
Madrid-Capital,28020156,#N/A,CPR INF-PRI-SEC,CASA DE LA VIRGEN,Calle De La Virgen Del Val,,,,,,
Madrid-Sur,28034994,#N/A,CPR INF-PRI-SEC,CASTILLA,Calle Iglesia,,,,,,
Madrid-Oeste,28064184,#N/A,CPR INF-PRI-SEC,CASVI-BOADILLA,Calle Miguel Ángel Cantero Oliva,,,,,,
Madrid-Capital,28015094,#N/A,CPR INF-PRI-SEC,CENTRO CULTURAL ELFO,Calle Del Elfo,,,,,,
Madrid-Capital,28019142,#N/A,CPR INF-PRI-SEC,CENTRO CULTURAL PALOMERAS,Calle De Luis Marín,,,,,,
Madrid-Capital,28016271,#N/A,CPR INF-PRI-SEC,CENTRO CULTURAL SALMANTINO,Calle Del Puerto De Pajares,,,,,,
Madrid-Sur,28040623,#N/A,CPR INF-PRI-SEC,CENTRO EDUCATIVO LA AMISTAD,Calle De Sevilla,,,,,,
Madrid-Capital,28062497,#N/A,CPR INF-PRI-SEC,CENTRO EDUCATIVO PONCE DE LEON,Calle De Eduardo Barreiros,,,,,,
Madrid-Oeste,28041287,#N/A,CPR INF-PRI-SEC,CENTRO EDUCATIVO PUNTA GALEA,Calle Playa Del Sardinero,,,,,,
Madrid-Sur,28001046,#N/A,CPR INF-PRI-SEC,CENTRO EDUCATIVO VILLA DE ALCORCON,Calle De Madrid,,,,,,
Madrid-Oeste,28041895,#N/A,CPR INF-PRI-SEC,CENTRO EDUCATIVO ZOLA,Calle Valle Del Roncal (urb. La Mocha Chica),,,,,,
Madrid-Norte,28036450,#N/A,CPR INF-PRI-SEC,CENTRO IBN GABIROL COLEGIO ESTRELLA TOLEDANO,Paseo De Alcobendas,,,,,,
Madrid-Capital,28020120,#N/A,CPR INF-PRI-SEC,CHAMBERI,Calle De Rafael Calvo,,,,,,
Madrid-Capital,28011593,#N/A,CPR INF-PRI-SEC,CIUDAD DE LOS MUCHACHOS,Calle De Santa Marta,,,,,,
Madrid-Este,28072211,#N/A,CPR INF-PRI-SEC,CIUDAD EDUCATIVA MUNICIPAL HIPATIA-FUHEM,Avenida Ocho De Marzo,,,,,,
Madrid-Sur,28032870,#N/A,CPR INF-PRI-SEC,CIUDADESCUELA MUCHACHOS,Avenida Doctor Fleming,,,,,,
Madrid-Capital,28015148,#N/A,CPR INF-PRI-SEC,CLARET,Calle De Corazón De María,,,,,,
Madrid-Capital,28069251,#N/A,CPR INF-PRI-SEC,COLEGIO ABACO,Avenida De La Peseta,,,,,,
